book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
5590,181601,181601,573440,8,60283262,9780060283260.0,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Give a Pig a Party (If You Give...),If You Give a Pig a Party,,4.22,18297,18394,279,200,669,3376,4740,9409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5592,6404621,6404621,6593483,21,61719544,9780061719550.0,Craig Ferguson,2009.0,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng,3.96,17033,18429,1345,444,799,3838,7232,6116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5594,6584134,6584134,6777627,33,61852058,9780061852050.0,Sarah MacLean,2010.0,Nine Rules to Break When Romancing a Rake,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",en-US,4.08,27201,29839,2275,527,1145,5301,11221,11645,https://images.gr-assets.com/books/1286649993m/6584134.jpg,https://images.gr-assets.com/books/1286649993s/6584134.jpg
5603,13331184,13331184,18538886,15,385535635,9780385535630.0,Jacob Tomsky,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",,3.54,16181,17744,2463,596,1836,5894,6199,3219,https://images.gr-assets.com/books/1348186171m/13331184.jpg,https://images.gr-assets.com/books/1348186171s/13331184.jpg
5604,38855,38855,3963325,14,067975833X,9780679758330.0,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,17389,1422,202,634,3100,7051,6402,https://images.gr-assets.com/books/1428284996m/38855.jpg,https://images.gr-assets.com/books/1428284996s/38855.jpg
5605,12924261,12924261,18079704,23,312546343,9780312546340.0,David Wong,2012.0,,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",en-US,4.26,15031,18053,1702,94,381,2466,6967,8145,https://images.gr-assets.com/books/1365496944m/12924261.jpg,https://images.gr-assets.com/books/1365496944s/12924261.jpg
5606,342637,342637,332991,19,3822835536,9783822835530.0,"Robert Descharnes, Gilles Néret",1994.0,Dali: The Paintings,Dali: The Paintings,,4.17,14600,14763,40,322,707,2442,3897,7395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5608,7202825,7202825,7897939,14,1605045535,9781605045540.0,Cherrie Lynn,2009.0,,"Unleashed (Ross Siblings, #1)",eng,3.89,27833,29404,1042,580,1571,7119,11411,8723,https://images.gr-assets.com/books/1384805371m/7202825.jpg,https://images.gr-assets.com/books/1384805371s/7202825.jpg
5615,84022,84022,822074,31,044900578X,9780449005780.0,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,18307,19738,976,199,1066,5513,7936,5024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5616,23966,23966,1087344,51,393318680,9780393318680.0,Irvine Welsh,1998.0,Filth,Filth,eng,3.76,16162,17671,693,463,1351,4679,6637,4541,https://images.gr-assets.com/books/1452500604m/23966.jpg,https://images.gr-assets.com/books/1452500604s/23966.jpg
5618,28686830,28686830,48881943,17,345543009,9780345543000.0,Janet Evanovich,2016.0,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",eng,3.75,15021,23148,2740,291,1624,7442,8110,5681,https://images.gr-assets.com/books/1453745203m/28686830.jpg,https://images.gr-assets.com/books/1453745203s/28686830.jpg
5625,2845287,2845287,3093704,15,1594489998,9781594489990.0,Sarah Vowell,2008.0,The Wordy Shipmates,The Wordy Shipmates,en-US,3.66,17541,18786,2519,470,1568,5652,7337,3759,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5631,15803757,15803757,21365435,35,373777922,9780373777920.0,Kristan Higgins,2013.0,The Best Man,"The Best Man (Blue Heron, #1)",eng,3.93,18998,20977,1633,629,1001,4553,7774,7020,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5632,47520,47520,1003952,42,64473457,9780064473450.0,Diana Wynne Jones,1990.0,Castle in the Air,"Castle in the Air (Howl's Moving Castle, #2)",,3.93,22964,26770,1599,175,1119,6799,11091,7586,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5635,27083865,27083865,47125984,9,1523662441,9781523662450.0,Penelope Ward,2016.0,RoomHate,RoomHate,eng,4.07,21136,26326,2924,555,1378,4529,9143,10721,https://images.gr-assets.com/books/1453991440m/27083865.jpg,https://images.gr-assets.com/books/1453991440s/27083865.jpg
5638,13412515,13412515,18682640,17,,,Kristen Ashley,2012.0,Law Man,"Law Man (Dream Man, #3)",en-US,4.33,33220,35855,2241,211,745,4303,12340,18256,https://images.gr-assets.com/books/1327911077m/13412515.jpg,https://images.gr-assets.com/books/1327911077s/13412515.jpg
5641,13642963,13642963,8586468,39,385344031,9780385344040.0,Alan Bradley,2013.0,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",eng,4.17,21892,24547,3138,242,540,3474,10822,9469,https://images.gr-assets.com/books/1344371922m/13642963.jpg,https://images.gr-assets.com/books/1344371922s/13642963.jpg
5646,73095,73095,2548,40,380794470,9780380794480.0,Susan Elizabeth Phillips,1998.0,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",en-US,4.18,24117,25838,932,174,704,4437,9459,11064,https://images.gr-assets.com/books/1308818689m/73095.jpg,https://images.gr-assets.com/books/1308818689s/73095.jpg
5649,25883848,25883848,45762345,28,,,Sally   Thorne,2016.0,The Hating Game,The Hating Game,eng,4.24,21426,28602,5191,432,1049,3720,9290,14111,https://images.gr-assets.com/books/1467138679m/25883848.jpg,https://images.gr-assets.com/books/1467138679s/25883848.jpg
5651,17673307,17673307,24673151,11,,,Penny Reid,2013.0,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,3.96,29612,29949,3104,811,1635,6111,10828,10564,https://images.gr-assets.com/books/1364347894m/17673307.jpg,https://images.gr-assets.com/books/1364347894s/17673307.jpg
5653,824763,824763,810530,11,1421506718,9781421506720.0,"Akira Amano, JN Productions, Frances E. Wall",2004.0,家庭教師ヒットマンREBORN! 1,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",,4.22,15102,15443,116,397,750,2404,3362,8530,https://images.gr-assets.com/books/1383918162m/824763.jpg,https://images.gr-assets.com/books/1383918162s/824763.jpg
5658,42909,42909,2987864,46,312335288,9780312335280.0,James Herriot,1976.0,Vets Might Fly and Vet in a Spin,All Things Wise and Wonderful,,4.39,20524,22314,381,109,245,2467,7537,11956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5677,1756703,1756703,2323791,45,031235164X,9780312351650.0,Lisa Kleypas,2008.0,,"Blue-Eyed Devil (Travises, #2)",en-US,4.21,25508,27481,1467,247,872,4225,9712,12425,https://images.gr-assets.com/books/1311990880m/1756703.jpg,https://images.gr-assets.com/books/1311990880s/1756703.jpg
5678,133394,133394,1912267,119,140184937,9780140184940.0,Graham Greene,1958.0,Our Man in Havana,Our Man in Havana,eng,3.94,15460,18434,1177,83,647,4277,8698,4729,https://images.gr-assets.com/books/1327926887m/133394.jpg,https://images.gr-assets.com/books/1327926887s/133394.jpg
5683,826583,826583,812315,13,60278684,9780060278690.0,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Take a Mouse to the Movies,If You Take a Mouse to the Movies,,4.16,17938,18290,317,252,853,3460,4893,8832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5693,3106441,3106441,3137694,15,812979915,9780812979920.0,Christian Lander,2008.0,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,3.76,15888,16404,1091,414,1294,4620,5603,4473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5696,6539596,6539596,6731824,49,718149866,9780718149860.0,Marian Keyes,2009.0,The Brightest Star in the Sky,The Brightest Star in the Sky,en-GB,3.65,17413,19749,1280,605,1780,6051,6778,4535,https://images.gr-assets.com/books/1268685823m/6539596.jpg,https://images.gr-assets.com/books/1268685823s/6539596.jpg
5698,12867423,12867423,18019626,12,1592407110,9781592407120.0,Rachel Dratch,2012.0,,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",,3.57,16604,17632,1206,610,1779,5769,5927,3547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5720,19286623,19286623,26116272,32,1250052386,9781250052380.0,Kylie Scott,2014.0,Lead,"Lead (Stage Dive, #3)",eng,4.32,29239,33999,3112,145,658,4138,12166,16892,https://images.gr-assets.com/books/1396467599m/19286623.jpg,https://images.gr-assets.com/books/1396467599s/19286623.jpg
5725,8229399,8229399,13076690,31,006194436X,9780061944370.0,Lincoln Peirce,2010.0,,"Big Nate Strikes Again (Big Nate Novels, #2)",en-US,4.23,20480,20960,560,572,979,2989,4898,11522,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5731,6871646,6871646,7088029,18,61906220,9780061906220.0,"Eric Litwin, James Dean",2010.0,,Pete the Cat: I Love My White Shoes,en-US,4.41,19122,19326,1318,292,527,2042,4586,11879,https://images.gr-assets.com/books/1319030278m/6871646.jpg,https://images.gr-assets.com/books/1319030278s/6871646.jpg
5732,7640705,7640705,10170311,44,307738612,9780307738620.0,"Jonathan Stroud, Simon  Jones",2010.0,The Ring of Solomon,"The Ring of Solomon (Bartimaeus, #0.5)",eng,4.19,18809,21718,1208,329,568,3380,7850,9591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5744,9581001,9581001,12773071,25,451233328,9780451233320.0,Chloe Neill,2011.0,Hard Bitten,"Hard Bitten (Chicagoland Vampires, #4)",en-US,4.17,28656,30857,2205,278,949,5240,11250,13140,https://images.gr-assets.com/books/1372850762m/9581001.jpg,https://images.gr-assets.com/books/1372850762s/9581001.jpg
5751,39045,39045,2101859,80,375713751,9780375713750.0,Allison Pearson,2001.0,I Don't Know How She Does It,I Don't Know How She Does It,en-US,3.3,15456,17703,1554,1002,2829,6336,4911,2625,https://images.gr-assets.com/books/1320396351m/39045.jpg,https://images.gr-assets.com/books/1320396351s/39045.jpg
5760,84146,84146,81236,35,312934343,9780312934350.0,Sherrilyn Kenyon,2006.0,Dark Side of the Moon,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",en-US,4.15,27311,29481,969,192,1067,5616,9921,12685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5780,1881621,1881621,2326095,14,345497457,9780345497450.0,Peach-Pit,2006.0,Shugo Chara! 1 (Shugo Chara!),"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",,4.11,17351,17507,209,501,1166,3064,3875,8901,https://images.gr-assets.com/books/1320532059m/1881621.jpg,https://images.gr-assets.com/books/1320532059s/1881621.jpg
5788,1433337,1433337,1423877,3,9719234202,9789719234200.0,Bob Ong,2001.0,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),fil,4.2,14481,14537,508,196,534,2343,4544,6920,https://images.gr-assets.com/books/1297789858m/1433337.jpg,https://images.gr-assets.com/books/1297789858s/1433337.jpg
5791,12043770,12043770,15899099,30,1250001544,9781250001540.0,Darynda Jones,2012.0,Third Grave Dead Ahead,"Third Grave Dead Ahead (Charley Davidson, #3)",eng,4.39,15137,31108,2529,102,363,3183,11130,16330,https://images.gr-assets.com/books/1310823404m/12043770.jpg,https://images.gr-assets.com/books/1310823404s/12043770.jpg
5800,96977,96977,1387490,30,345418514,9780345418520.0,Piers Anthony,1979.0,Castle Roogna,"Castle Roogna (Xanth, #3)",eng,3.87,19867,21212,241,141,998,6395,7721,5957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5802,178599,178599,172538,8,856761222,9780856761220.0,Joseph Kesselring,1939.0,Arsenic and Old Lace,Arsenic and Old Lace,,4.14,20473,20717,133,246,764,3825,6964,8918,https://images.gr-assets.com/books/1319500896m/178599.jpg,https://images.gr-assets.com/books/1319500896s/178599.jpg
5817,21064599,21064599,40429264,52,812993861,9780812993870.0,Sophie Kinsella,2014.0,"Shopaholic to the Stars (Shopaholic, #7)","Shopaholic to the Stars (Shopaholic, #7)",eng,3.24,15414,19202,2449,1034,3411,7224,4940,2593,https://images.gr-assets.com/books/1398905552m/21064599.jpg,https://images.gr-assets.com/books/1398905552s/21064599.jpg
5821,17201104,17201104,23676597,6,,2940016554330.0,Kristen Proby,2013.0,Rock With Me,"Rock with Me (With Me in Seattle, #4)",eng,4.3,28709,31050,1475,176,637,4070,11023,15144,https://images.gr-assets.com/books/1364925537m/17201104.jpg,https://images.gr-assets.com/books/1364925537s/17201104.jpg
5826,7053,7053,14652719,55,375422714,9780375422710.0,Alexander McCall Smith,2004.0,In the Company of Cheerful Ladies,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",eng,4.07,19839,22324,1000,47,347,4549,10476,6905,https://images.gr-assets.com/books/1422951731m/7053.jpg,https://images.gr-assets.com/books/1422951731s/7053.jpg
5833,72659,72659,3419289,67,316881791,9780316881790.0,Farley Mowat,1963.0,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Never Cry Wolf,eng,4.19,17045,17863,803,233,478,2850,6418,7884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5837,16280678,16280678,22382303,15,345548485,9780345548480.0,Kevin Hearne,2014.0,Shattered,"Shattered (The Iron Druid Chronicles, #7)",eng,4.28,15133,19786,1112,52,319,2612,7858,8945,https://images.gr-assets.com/books/1387891720m/16280678.jpg,https://images.gr-assets.com/books/1387891720s/16280678.jpg
5854,16172634,16172634,22020637,29,62273264,9780062273260.0,Cora Carmack,2013.0,Faking It,"Faking It (Losing It, #2)",eng,3.96,27707,29813,2532,308,1368,6759,12181,9197,https://images.gr-assets.com/books/1360560023m/16172634.jpg,https://images.gr-assets.com/books/1360560023s/16172634.jpg
5859,13547289,13547289,19112429,41,1442449616,9781442449620.0,Rachel Renée Russell,2012.0,Tales From a Not-So-Smart Miss Know-it-all,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",eng,4.42,13648,16142,604,318,488,1753,3199,10384,https://images.gr-assets.com/books/1370064645m/13547289.jpg,https://images.gr-assets.com/books/1370064645s/13547289.jpg
5860,89551,89551,1968,56,038070952X,9780380709530.0,Beverly Cleary,1980.0,Ramona and Her Mother,"Ramona and Her Mother (Ramona, #5)",eng,4.08,20053,20989,422,199,663,4616,7267,8244,https://images.gr-assets.com/books/1445632007m/89551.jpg,https://images.gr-assets.com/books/1445632007s/89551.jpg
5862,73064,73064,1615880,44,60734574,9780060734570.0,Susan Elizabeth Phillips,2004.0,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,4.15,25474,27397,1341,211,806,4829,10433,11118,https://images.gr-assets.com/books/1308742575m/73064.jpg,https://images.gr-assets.com/books/1308742575s/73064.jpg
5866,18115061,18115061,24852550,36,,,Samantha Young,2014.0,,"Before Jamaica Lane (On Dublin Street, #3)",eng,4.35,13447,31267,2480,184,543,3487,10942,16111,https://images.gr-assets.com/books/1372090894m/18115061.jpg,https://images.gr-assets.com/books/1372090894s/18115061.jpg
5869,15802944,15802944,21526100,12,1451697244,9781451697250.0,Glennon Doyle Melton,2013.0," Carry On, Warrior: Thoughts on Life Unarmed ","Carry On, Warrior: Thoughts on Life Unarmed",eng,4.18,12986,16521,1940,303,633,2471,5449,7665,https://images.gr-assets.com/books/1359054516m/15802944.jpg,https://images.gr-assets.com/books/1359054516s/15802944.jpg
5886,107774,107774,1424362,49,671737821,9780671737820.0,Julie Garwood,1987.0,Honor's Splendour,Honor's Splendour,eng,4.22,21926,23453,672,166,620,3863,8103,10701,https://images.gr-assets.com/books/1313525352m/107774.jpg,https://images.gr-assets.com/books/1313525352s/107774.jpg
5887,10757771,10757771,14816042,19,316175560,9780316175560.0,Kody Keplinger,2011.0,Shut Out,Shut Out,en-US,3.76,23723,24590,1737,614,2068,6906,8112,6890,https://images.gr-assets.com/books/1327918078m/10757771.jpg,https://images.gr-assets.com/books/1327918078s/10757771.jpg
5895,11277218,11277218,8586623,42,385344015,9780385344010.0,Alan Bradley,2011.0,I Am Half-Sick of Shadows ,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",en-US,4.09,21288,24365,3049,96,474,4509,11340,7946,https://images.gr-assets.com/books/1409945571m/11277218.jpg,https://images.gr-assets.com/books/1409945571s/11277218.jpg
5896,12881141,12881141,18034302,20,,,Kristen Ashley,2011.0,Wild Man,"Wild Man (Dream Man, #2)",en-GB,4.21,32541,35090,1994,315,1073,5264,12880,15558,https://images.gr-assets.com/books/1327919924m/12881141.jpg,https://images.gr-assets.com/books/1327919924s/12881141.jpg
5897,23129410,23129410,42677282,37,62351427,9780062351420.0,"Joseph Fink, Jeffrey Cranor",2015.0,Welcome to Night Vale,Welcome to Night Vale,eng,3.87,17781,20325,3345,728,1485,4276,7096,6740,https://images.gr-assets.com/books/1447774088m/23129410.jpg,https://images.gr-assets.com/books/1447774088s/23129410.jpg
5899,110385,9408584,846764,46,380815583,9780380815590.0,Julia Quinn,2001.0,An Offer From a Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",en-US,4.08,17402,28894,1548,186,948,5967,11162,10631,https://images.gr-assets.com/books/1306208628m/110385.jpg,https://images.gr-assets.com/books/1306208628s/110385.jpg
5900,18304322,18304322,25795642,41,62327186,9780062327180.0,Julie   Murphy,2015.0,Dumplin',"Dumplin' (Dumplin', #1)",eng,3.87,22176,23876,4521,440,1277,5897,9633,6629,https://images.gr-assets.com/books/1424189465m/18304322.jpg,https://images.gr-assets.com/books/1424189465s/18304322.jpg
5902,8038219,8038219,12659235,2,373775814,9780373775810.0,Gena Showalter,2011.0,The Darkest Surrender,The Darkest Surrender  (Lords of the Underworld #8),eng,4.42,24515,25818,1010,125,368,2768,7848,14709,https://images.gr-assets.com/books/1327883317m/8038219.jpg,https://images.gr-assets.com/books/1327883317s/8038219.jpg
5904,15762657,16057629,21464225,27,,2940014977680.0,Gina L. Maxwell,2012.0,Seducing Cinderella,"Seducing Cinderella (Fighting for Love, #1)",eng,3.94,21617,31426,1651,457,1516,7170,12569,9714,https://images.gr-assets.com/books/1342860599m/15762657.jpg,https://images.gr-assets.com/books/1342860599s/15762657.jpg
5905,28184,28184,802082,51,1400075718,9781400075710.0,Alexander McCall Smith,2006.0,Blue Shoes and Happiness ,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",eng,4.06,20246,21851,984,68,403,4620,9924,6836,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5918,97632,97632,908288,44,1401360238,9781401360240.0,Plum Sykes,2006.0,The Debutante Divorcée,The Debutante Divorcee,en-US,3.46,15030,15548,435,760,2092,5245,4083,3368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5924,202292,202292,1924825,33,99435136,9780099435140.0,Olivia Goldsmith,1992.0,The First Wives Club,The First Wives Club,eng,3.87,17219,17754,256,325,1145,4869,5603,5812,https://images.gr-assets.com/books/1405833638m/202292.jpg,https://images.gr-assets.com/books/1405833638s/202292.jpg
5929,13060,13060,1096451,34,307262995,9780307263000.0,Carl Hiaasen,2006.0,Nature Girl,Nature Girl,eng,3.61,17216,18373,1565,330,1452,6355,7118,3118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5935,221059,221059,820439,29,1596911050,9781596911060.0,Douglas Coupland,2006.0,JPod,JPod,en-US,3.7,13347,15307,923,421,1326,4202,5772,3586,https://images.gr-assets.com/books/1316729451m/221059.jpg,https://images.gr-assets.com/books/1316729451s/221059.jpg
5938,20697471,20697471,40017077,12,804140413,9780804140420.0,Jim Gaffigan,2014.0,Food: A Love Story,Food: A Love Story,eng,3.69,16304,17998,2636,430,1425,5561,6520,4062,https://images.gr-assets.com/books/1419183381m/20697471.jpg,https://images.gr-assets.com/books/1419183381s/20697471.jpg
5942,13586743,13586743,19174091,28,525952365,9780525952370.0,Jonathan Tropper,2009.0,One Last Thing Before I Go,One Last Thing Before I Go,,3.75,13763,15950,1931,188,922,4655,7126,3059,https://images.gr-assets.com/books/1356593893m/13586743.jpg,https://images.gr-assets.com/books/1356593893s/13586743.jpg
5950,16200,16200,2454636,21,385722435,9780385722440.0,Mark Dunn,2001.0,Ella Minnow Pea: A Novel in Letters,Ella Minnow Pea: A Novel in Letters,eng,3.84,19819,21735,4157,415,1433,5335,8613,5939,https://images.gr-assets.com/books/1479697890m/16200.jpg,https://images.gr-assets.com/books/1479697890s/16200.jpg
5956,18210706,16078584,21875874,21,756409608,9780756409610.0,Ben Aaronovitch,2013.0,Broken Homes,"Broken Homes (Peter Grant, #4)",eng,4.16,10958,20466,1716,42,372,3087,9696,7269,https://images.gr-assets.com/books/1379380185m/18210706.jpg,https://images.gr-assets.com/books/1379380185s/18210706.jpg
5961,18035,9850375,2168123,207,140690483X,9781406904830.0,P.G. Wodehouse,1934.0,"Right Ho, Jeeves","Right Ho, Jeeves (Jeeves, #6)",eng,4.31,8234,18665,1147,80,245,2266,7274,8800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5962,3359940,3359940,3399145,34,316113670,9780316113670.0,"Pseudonymous Bosch, Gilbert Ford",2008.0,"If You're Reading This, It's Too Late","If You're Reading This, It's Too Late (Secret, #2)",en-US,4.23,18310,19942,878,229,611,3093,6480,9529,https://images.gr-assets.com/books/1344268358m/3359940.jpg,https://images.gr-assets.com/books/1344268358s/3359940.jpg
5970,7743783,7743783,10561678,19,,,Alice Clayton,2010.0,The Unidentified Redhead,"The Unidentified Redhead (Redhead, #1)",eng,4.04,24859,26971,2194,644,1448,4685,9582,10612,https://images.gr-assets.com/books/1355688970m/7743783.jpg,https://images.gr-assets.com/books/1355688970s/7743783.jpg
5971,7905977,7905977,11169086,15,545175305,9780545175300.0,"Dav Pilkey, George Beard, Harold Hutchins",2010.0,,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",en-US,4.13,14512,15210,303,642,981,2321,3018,8248,https://images.gr-assets.com/books/1328837495m/7905977.jpg,https://images.gr-assets.com/books/1328837495s/7905977.jpg
5979,17262540,17262540,23859346,7,1594746370,9781594746380.0,Ian Doescher,2013.0,"William Shakespeare's Star Wars: Verily, a New Hope","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng,3.94,14806,15312,1966,857,765,2672,5202,5816,https://images.gr-assets.com/books/1411696453m/17262540.jpg,https://images.gr-assets.com/books/1411696453s/17262540.jpg
5981,10866624,10866624,15781826,18,375870415,9780375870420.0,Sarah Rees Brennan,2012.0,Unspoken,"Unspoken (The Lynburn Legacy, #1)",eng,3.85,22927,24419,3363,779,1738,5487,8716,7699,https://images.gr-assets.com/books/1333397426m/10866624.jpg,https://images.gr-assets.com/books/1333397426s/10866624.jpg
5984,13477819,13477819,19008874,44,316123080,9780316123080.0,"Lemony Snicket, Seth",2012.0,"""Who Could That Be at This Hour?""","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US,3.83,17497,18961,2123,527,1253,4851,6694,5636,https://images.gr-assets.com/books/1333060600m/13477819.jpg,https://images.gr-assets.com/books/1333060600s/13477819.jpg
6005,15447,15447,2553145,28,345418506,9780345418500.0,Piers Anthony,1979.0,"The Source of Magic (Xanth, #2)","The Source of Magic (Xanth, #2)",,3.86,19149,20720,321,154,1060,6002,7780,5724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6011,5548,5548,54737,53,393320928,9780393320920.0,Richard Feynman,1988.0,What Do You Care What Other People Think? Further Adventures of a Curious Character,What Do You Care What Other People Think?,eng,4.28,14948,16457,638,124,301,2177,6130,7725,https://images.gr-assets.com/books/1297913068m/5548.jpg,https://images.gr-assets.com/books/1297913068s/5548.jpg
6012,7146335,7146335,7410973,34,241141826,9780241141820.0,Paul Murray,2010.0,Skippy Dies,Skippy Dies,eng,3.72,14619,17350,2246,758,1557,4106,6349,4580,https://images.gr-assets.com/books/1301970939m/7146335.jpg,https://images.gr-assets.com/books/1301970939s/7146335.jpg
6023,129621,129621,1395013,42,671011332,9780671011340.0,Judith McNaught,1989.0,Almost Heaven,"Almost Heaven (Sequels, #3)",eng,4.33,19921,21414,657,105,458,2879,6739,11233,https://images.gr-assets.com/books/1351327172m/129621.jpg,https://images.gr-assets.com/books/1351327172s/129621.jpg
